Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude,Status_demographicsCosine,Status_travelJaccard,Status_dtwAllEdges,Status_dtwCommunication,Status_glPhone-undir5,Status_glEmail-undir5
635665,0,492777,1756422018,1.0,,,,,,,out of pairing,out of pairing,common,common,common,supplementary
492777,1,550361,1756512239,1.0,3.0,2.0,-24.5657,-110.65,-18.3758,91.025,supplementary,out of pairing,common,common,supplementary,supplementary
492777,1,623295,1756520592,1.0,3.0,3.0,-24.5657,-110.65,-25.4639,-111.249,out of pairing,out of pairing,supplementary,supplementary,supplementary,common
635665,0,623295,1756541650,1.0,,,,,,,out of pairing,out of pairing,supplementary,supplementary,supplementary,common
492777,0,550361,1756543658,1.0,,,,,,,supplementary,out of pairing,common,common,common,common
492777,1,596193,1756556767,1.0,3.0,2.0,-24.5657,-110.65,-17.1099,90.7971,supplementary,out of pairing,out of pairing,out of pairing,common,supplementary
550361,1,596193,1756562717,1.0,2.0,2.0,-18.3758,91.025,-17.1099,90.7971,supplementary,out of pairing,out of pairing,out of pairing,supplementary,supplementary
635665,1,493044,1756571694,1.0,0.0,2.0,29.3296,-37.8076,-20.8686,89.4217,out of pairing,out of pairing,out of pairing,out of pairing,common,common
635665,1,493044,1756576997,1.0,0.0,2.0,29.3296,-37.8076,-20.8686,89.4217,out of pairing,out of pairing,out of pairing,out of pairing,common,common
492777,1,493044,1756598933,1.0,3.0,2.0,-24.5657,-110.65,-20.8686,89.4217,supplementary,out of pairing,out of pairing,out of pairing,common,common
596193,0,623295,1756611054,1.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,supplementary,common
492777,0,635665,1756612288,1.0,,,,,,,out of pairing,out of pairing,common,common,common,supplementary
492777,1,623295,1756615966,1.0,3.0,3.0,-24.5657,-110.65,-25.4639,-111.249,out of pairing,out of pairing,supplementary,supplementary,supplementary,common
550361,1,623295,1756630587,1.0,2.0,3.0,-18.3758,91.025,-25.4639,-111.249,out of pairing,out of pairing,supplementary,supplementary,supplementary,common
623295,1,635665,1756637289,1.0,3.0,0.0,-25.4639,-111.249,29.3296,-37.8076,out of pairing,out of pairing,supplementary,supplementary,supplementary,common
464459,6,625756,1756669147,1.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
492777,0,596193,1756739686,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,supplementary,supplementary
623295,0,492777,1756746207,1.0,,,,,,,out of pairing,out of pairing,supplementary,supplementary,supplementary,common
492777,0,550361,1756771287,1.0,,,,,,,supplementary,out of pairing,common,common,common,common
596193,0,493044,1756775255,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,common,common
596193,0,550361,1756778042,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,supplementary,common
492777,1,635665,1756779850,1.0,3.0,0.0,-24.5657,-110.65,29.3296,-37.8076,out of pairing,out of pairing,common,common,common,supplementary
550361,1,493044,1756780282,1.0,2.0,2.0,-18.3758,91.025,-20.8686,89.4217,common,out of pairing,out of pairing,out of pairing,supplementary,common
635665,0,492777,1756803475,1.0,,,,,,,out of pairing,out of pairing,common,common,common,supplementary
550361,0,623295,1756811753,1.0,,,,,,,out of pairing,out of pairing,supplementary,supplementary,supplementary,common
623295,1,493044,1756816549,1.0,3.0,2.0,-25.4639,-111.249,-20.8686,89.4217,out of pairing,out of pairing,out of pairing,out of pairing,supplementary,common
568093,6,625756,1756841947,2.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
572391,6,509607,1756841947,2.0,2.0,4.0,-22.0,91.0,1.0,-165.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
596193,0,623295,1756872611,1.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,supplementary,common
623295,1,492777,1756961658,1.0,3.0,3.0,-25.4639,-111.249,-24.5657,-110.65,out of pairing,out of pairing,supplementary,supplementary,supplementary,common
635665,0,492777,1756976366,1.0,,,,,,,out of pairing,out of pairing,common,common,common,supplementary
596193,0,635665,1756977832,1.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,supplementary,supplementary
635665,1,596193,1756988939,1.0,0.0,2.0,29.3296,-37.8076,-17.1099,90.7971,out of pairing,out of pairing,out of pairing,out of pairing,supplementary,supplementary
492777,1,623295,1757055240,1.0,3.0,3.0,-24.5657,-110.65,-25.4639,-111.249,out of pairing,out of pairing,supplementary,supplementary,supplementary,common
492777,1,635665,1757082509,1.0,3.0,0.0,-24.5657,-110.65,29.3296,-37.8076,out of pairing,out of pairing,common,common,common,supplementary
635665,6,499467,1757101147,1.0,3.0,2.0,-25.0,-111.0,-22.0,91.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
623295,1,635665,1757134082,1.0,3.0,0.0,-25.4639,-111.249,29.3296,-37.8076,out of pairing,out of pairing,supplementary,supplementary,supplementary,common
635665,1,550361,1757135193,1.0,0.0,2.0,29.3296,-37.8076,-18.3758,91.025,out of pairing,out of pairing,common,common,supplementary,common
623295,1,635665,1757209884,1.0,3.0,0.0,-25.4639,-111.249,29.3296,-37.8076,out of pairing,out of pairing,supplementary,supplementary,supplementary,common
492777,0,596193,1757228687,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,supplementary,supplementary
492777,0,623295,1757250115,1.0,,,,,,,out of pairing,out of pairing,supplementary,supplementary,supplementary,common
550361,0,635665,1757283017,1.0,,,,,,,out of pairing,out of pairing,common,common,supplementary,common
623295,1,550361,1757325672,1.0,3.0,2.0,-25.4639,-111.249,-18.3758,91.025,out of pairing,out of pairing,supplementary,supplementary,supplementary,supplementary
596193,0,493044,1757386181,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,common,common
550361,1,493044,1757390800,1.0,2.0,2.0,-18.3758,91.025,-20.8686,89.4217,common,out of pairing,out of pairing,out of pairing,supplementary,common
623295,0,635665,1757447870,1.0,,,,,,,out of pairing,out of pairing,supplementary,supplementary,supplementary,common
596193,0,492777,1757470278,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,supplementary,common
623295,1,492777,1757498587,1.0,3.0,3.0,-25.4639,-111.249,-24.5657,-110.65,out of pairing,out of pairing,supplementary,supplementary,supplementary,common
635665,0,492777,1757510795,1.0,,,,,,,out of pairing,out of pairing,common,common,common,supplementary
623295,1,635665,1757525483,1.0,3.0,0.0,-25.4639,-111.249,29.3296,-37.8076,out of pairing,out of pairing,supplementary,supplementary,supplementary,common
635665,6,625756,1757533147,1.0,0.0,3.0,33.0,-41.0,-25.0,-111.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635665,1,492777,1757541192,1.0,0.0,3.0,29.3296,-37.8076,-24.5657,-110.65,out of pairing,out of pairing,supplementary,supplementary,common,common
464459,6,499467,1757619547,2.0,3.0,2.0,-25.0,-111.0,-22.0,91.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
492777,1,623295,1757665381,1.0,3.0,3.0,-24.5657,-110.65,-25.4639,-111.249,out of pairing,out of pairing,supplementary,supplementary,supplementary,common
635665,0,623295,1757702291,1.0,,,,,,,out of pairing,out of pairing,supplementary,supplementary,supplementary,common
635665,0,492777,1757753195,1.0,,,,,,,out of pairing,out of pairing,common,common,common,supplementary
492777,0,493044,1757819597,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,common,supplementary
635665,1,623295,1757833805,1.0,0.0,3.0,29.3296,-37.8076,-25.4639,-111.249,out of pairing,out of pairing,supplementary,supplementary,supplementary,common
492777,1,623295,1757858655,1.0,3.0,3.0,-24.5657,-110.65,-25.4639,-111.249,out of pairing,out of pairing,supplementary,supplementary,supplementary,common
596193,0,550361,1757944498,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,supplementary,common
550361,0,596193,1757997710,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,supplementary,supplementary
492777,0,623295,1758041687,1.0,,,,,,,out of pairing,out of pairing,supplementary,supplementary,supplementary,common
492777,0,493044,1758060621,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,common,supplementary
635665,1,492777,1758062865,1.0,0.0,3.0,29.3296,-37.8076,-24.5657,-110.65,out of pairing,out of pairing,supplementary,supplementary,common,common
596193,0,550361,1758078605,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,supplementary,common
492777,0,635665,1758105697,1.0,,,,,,,out of pairing,out of pairing,common,common,common,supplementary
596193,0,635665,1758106371,1.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,supplementary,supplementary
492777,0,623295,1758124717,1.0,,,,,,,out of pairing,out of pairing,supplementary,supplementary,supplementary,common
492777,1,635665,1758136086,1.0,3.0,0.0,-24.5657,-110.65,29.3296,-37.8076,out of pairing,out of pairing,common,common,common,supplementary
492777,1,623295,1758141622,1.0,3.0,3.0,-24.5657,-110.65,-25.4639,-111.249,out of pairing,out of pairing,supplementary,supplementary,supplementary,common
623295,1,635665,1758144914,1.0,3.0,0.0,-25.4639,-111.249,29.3296,-37.8076,out of pairing,out of pairing,supplementary,supplementary,supplementary,common
550361,0,635665,1758218509,1.0,,,,,,,out of pairing,out of pairing,common,common,supplementary,common
492777,0,550361,1758245334,1.0,,,,,,,supplementary,out of pairing,common,common,common,common
635665,0,492777,1758252650,1.0,,,,,,,out of pairing,out of pairing,common,common,common,supplementary
492777,1,493044,1758273894,1.0,3.0,2.0,-24.5657,-110.65,-20.8686,89.4217,supplementary,out of pairing,out of pairing,out of pairing,common,common
550361,1,493044,1758302062,1.0,2.0,2.0,-18.3758,91.025,-20.8686,89.4217,common,out of pairing,out of pairing,out of pairing,supplementary,common
568093,6,499467,1758310747,2.0,3.0,2.0,-25.0,-111.0,-22.0,91.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
596193,0,635665,1758325621,1.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,supplementary,supplementary
635665,1,596193,1758417854,1.0,0.0,2.0,29.3296,-37.8076,-17.1099,90.7971,out of pairing,out of pairing,out of pairing,out of pairing,supplementary,supplementary
492777,1,635665,1758445259,1.0,3.0,0.0,-24.5657,-110.65,29.3296,-37.8076,out of pairing,out of pairing,common,common,common,supplementary
635665,1,493044,1758473493,1.0,0.0,2.0,29.3296,-37.8076,-20.8686,89.4217,out of pairing,out of pairing,out of pairing,out of pairing,common,common
492777,0,493044,1758474484,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,common,supplementary
596193,0,623295,1758477409,1.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,supplementary,common
492777,1,493044,1758544938,1.0,3.0,2.0,-24.5657,-110.65,-20.8686,89.4217,supplementary,out of pairing,out of pairing,out of pairing,common,common
492777,0,635665,1758680265,1.0,,,,,,,out of pairing,out of pairing,common,common,common,supplementary
492777,0,623295,1758681586,1.0,,,,,,,out of pairing,out of pairing,supplementary,supplementary,supplementary,common
492777,0,596193,1758686541,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,supplementary,supplementary
492777,0,635665,1758714359,1.0,,,,,,,out of pairing,out of pairing,common,common,common,supplementary
635665,1,550361,1758732820,1.0,0.0,2.0,29.3296,-37.8076,-18.3758,91.025,out of pairing,out of pairing,common,common,supplementary,common
635665,1,493044,1758737130,1.0,0.0,2.0,29.3296,-37.8076,-20.8686,89.4217,out of pairing,out of pairing,out of pairing,out of pairing,common,common
492777,1,635665,1758818803,1.0,3.0,0.0,-24.5657,-110.65,29.3296,-37.8076,out of pairing,out of pairing,common,common,common,supplementary
492777,1,635665,1758820530,1.0,3.0,0.0,-24.5657,-110.65,29.3296,-37.8076,out of pairing,out of pairing,common,common,common,supplementary
635665,1,596193,1758822163,1.0,0.0,2.0,29.3296,-37.8076,-17.1099,90.7971,out of pairing,out of pairing,out of pairing,out of pairing,supplementary,supplementary
492777,0,493044,1758835252,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,common,supplementary
596193,0,623295,1758862703,1.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,supplementary,common
589639,1,635665,1759686253,1.0,0.0,0.0,30.4483,-42.5341,29.3296,-37.8076,out of pairing,out of pairing,out of pairing,out of pairing,supplementary,out of pairing
599956,1,490041,1759686957,1.0,0.0,0.0,34.2958,-39.025999999999996,34.5741,-42.0541,supplementary,out of pairing,supplementary,supplementary,common,supplementary
490041,0,635665,1759693353,1.0,,,,,,,out of pairing,out of pairing,supplementary,supplementary,supplementary,common
589639,1,490041,1759700546,1.0,0.0,0.0,30.4483,-42.5341,34.5741,-42.0541,supplementary,out of pairing,out of pairing,out of pairing,supplementary,out of pairing
490041,0,589639,1759701386,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,supplementary,out of pairing
635665,0,599956,1759702411,1.0,,,,,,,out of pairing,out of pairing,supplementary,supplementary,common,common
635665,0,599956,1759703244,1.0,,,,,,,out of pairing,out of pairing,supplementary,supplementary,common,common
599956,1,490041,1759705094,1.0,0.0,0.0,34.2958,-39.025999999999996,34.5741,-42.0541,supplementary,out of pairing,supplementary,supplementary,common,supplementary
599956,1,490041,1759710901,1.0,0.0,0.0,34.2958,-39.025999999999996,34.5741,-42.0541,supplementary,out of pairing,supplementary,supplementary,common,supplementary
589639,1,599956,1759712786,1.0,0.0,0.0,30.4483,-42.5341,34.2958,-39.025999999999996,supplementary,out of pairing,out of pairing,out of pairing,supplementary,out of pairing
635665,0,599956,1759713110,1.0,,,,,,,out of pairing,out of pairing,supplementary,supplementary,common,common
635665,0,589639,1759718146,1.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,supplementary,out of pairing
490041,0,589639,1759720196,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,supplementary,out of pairing
635665,0,599956,1759722032,1.0,,,,,,,out of pairing,out of pairing,supplementary,supplementary,common,common
635665,0,589639,1759724737,1.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,supplementary,out of pairing
599956,1,589639,1759730147,1.0,0.0,0.0,34.2958,-39.025999999999996,30.4483,-42.5341,supplementary,out of pairing,out of pairing,out of pairing,supplementary,out of pairing
490041,0,589639,1759733302,1.0,,,,,,,supplementary,out of pairing,out of pairing,out of pairing,supplementary,out of pairing
599956,1,490041,1759739950,1.0,0.0,0.0,34.2958,-39.025999999999996,34.5741,-42.0541,supplementary,out of pairing,supplementary,supplementary,common,supplementary
490041,0,635665,1759741453,1.0,,,,,,,out of pairing,out of pairing,supplementary,supplementary,supplementary,common
599956,1,490041,1759758379,1.0,0.0,0.0,34.2958,-39.025999999999996,34.5741,-42.0541,supplementary,out of pairing,supplementary,supplementary,common,supplementary
635665,1,570411,1759812924,1.0,0.0,0.0,29.3296,-37.8076,32.6654,-48.6701,out of pairing,out of pairing,supplementary,supplementary,common,supplementary
570411,0,640464,1759875407,1.0,,,,,,,out of pairing,out of pairing,supplementary,supplementary,common,supplementary
570411,0,640464,1759983425,1.0,,,,,,,out of pairing,out of pairing,supplementary,supplementary,common,supplementary
570411,0,640464,1760014513,1.0,,,,,,,out of pairing,out of pairing,supplementary,supplementary,common,supplementary
640464,1,635665,1760151597,1.0,0.0,0.0,35.8806,-34.5372,29.3296,-37.8076,out of pairing,out of pairing,common,common,supplementary,supplementary
570411,0,635665,1760160179,1.0,,,,,,,out of pairing,out of pairing,supplementary,supplementary,common,supplementary
635665,1,640464,1760192971,1.0,0.0,0.0,29.3296,-37.8076,35.8806,-34.5372,out of pairing,out of pairing,common,common,common,supplementary
635665,1,640464,1760273101,1.0,0.0,0.0,29.3296,-37.8076,35.8806,-34.5372,out of pairing,out of pairing,common,common,common,supplementary
568093,6,561157,1760297947,2.0,2.0,0.0,-22.0,91.0,33.0,-41.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635665,6,561157,1760297947,1.0,2.0,0.0,-22.0,91.0,33.0,-41.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
640464,1,570411,1760349235,1.0,0.0,0.0,35.8806,-34.5372,32.6654,-48.6701,out of pairing,out of pairing,common,common,common,supplementary
640464,1,570411,1760374741,1.0,0.0,0.0,35.8806,-34.5372,32.6654,-48.6701,out of pairing,out of pairing,common,common,common,supplementary
635665,1,640464,1760393570,1.0,0.0,0.0,29.3296,-37.8076,35.8806,-34.5372,out of pairing,out of pairing,common,common,common,supplementary
640464,1,635665,1760415914,1.0,0.0,0.0,35.8806,-34.5372,29.3296,-37.8076,out of pairing,out of pairing,common,common,supplementary,supplementary
640464,1,570411,1760476878,1.0,0.0,0.0,35.8806,-34.5372,32.6654,-48.6701,out of pairing,out of pairing,common,common,common,supplementary
640464,1,635665,1760570580,1.0,0.0,0.0,35.8806,-34.5372,29.3296,-37.8076,out of pairing,out of pairing,common,common,supplementary,supplementary
640464,1,570411,1760589862,1.0,0.0,0.0,35.8806,-34.5372,32.6654,-48.6701,out of pairing,out of pairing,common,common,common,supplementary
635665,1,570411,1760604345,1.0,0.0,0.0,29.3296,-37.8076,32.6654,-48.6701,out of pairing,out of pairing,supplementary,supplementary,common,supplementary
464459,6,561157,1760643547,1.0,2.0,0.0,-22.0,91.0,33.0,-41.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
640464,1,635665,1760712825,1.0,0.0,0.0,35.8806,-34.5372,29.3296,-37.8076,out of pairing,out of pairing,common,common,supplementary,supplementary
570411,0,635665,1760774175,1.0,,,,,,,out of pairing,out of pairing,supplementary,supplementary,common,supplementary
640464,1,570411,1760803759,1.0,0.0,0.0,35.8806,-34.5372,32.6654,-48.6701,out of pairing,out of pairing,common,common,common,supplementary
635665,1,570411,1760821602,1.0,0.0,0.0,29.3296,-37.8076,32.6654,-48.6701,out of pairing,out of pairing,supplementary,supplementary,common,supplementary
649553,6,509607,1762285147,4.0,5.0,4.0,22.0,156.0,1.0,-165.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
570284,6,509607,1762371547,1.0,5.0,4.0,22.0,156.0,1.0,-165.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
643925,6,625756,1763235547,2.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
649553,6,625756,1763408347,3.0,4.0,3.0,1.0,-165.0,-25.0,-111.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
643925,6,509607,1763667547,5.0,5.0,4.0,22.0,156.0,1.0,-165.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
570284,6,616453,1765136347,5.0,0.0,5.0,33.0,-41.0,22.0,156.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
649553,6,616453,1765222747,5.0,0.0,5.0,33.0,-41.0,22.0,156.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
643925,6,561157,1765827547,4.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
643925,6,616453,1765827547,3.0,0.0,5.0,33.0,-41.0,22.0,156.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
570284,6,561157,1765913947,2.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
649553,6,561157,1765913947,2.0,3.0,0.0,-25.0,-111.0,33.0,-41.0,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
608827,5,630626,1767225600,21699.3,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
552988,5,608827,1767225600,143858.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
608827,5,567195,1767225600,15088.4,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
608827,5,527449,1767225600,456.71,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
608827,5,459381,1767225600,2378.6,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
608827,5,595298,1767225600,5362.15,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
608827,5,466907,1767225600,1689.16,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
608827,5,589943,1767225600,8444.03,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
608827,5,537281,1767225600,2111.52,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
608827,5,580426,1767225600,385.87,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
608827,5,595581,1767225600,1006.36,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
608827,5,616315,1767225600,6192.98,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
608827,5,642329,1767225600,6393.29,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
608827,5,503701,1767225600,2935.06,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
608827,5,632961,1767225600,116.31,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
608827,5,473173,1767225600,4951.15,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
608827,5,620120,1767225600,19480.8,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
608827,5,575030,1767225600,14153.4,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
608827,5,621924,1767225600,12677.5,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
589639,5,630626,1767225600,25079.4,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
589639,5,536346,1767225600,9368.15,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
510031,5,589639,1767225600,1840.81,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
589639,5,520660,1767225600,12000.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
552988,5,589639,1767225600,647030.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
589639,5,567195,1767225600,35981.5,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
589639,5,527449,1767225600,1570.79,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
589639,5,459381,1767225600,1177.72,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
589639,5,595298,1767225600,6259.14,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
589639,5,466907,1767225600,4315.51,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
589639,5,589943,1767225600,17326.8,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
589639,5,577992,1767225600,59222.4,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
589639,5,595581,1767225600,6812.65,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
589639,5,616315,1767225600,7992.34,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
589639,5,642329,1767225600,10936.9,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
589639,5,503701,1767225600,11748.4,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
589639,5,571970,1767225600,922.08,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
589639,5,644226,1767225600,4393.27,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
589639,5,473173,1767225600,657.25,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
589639,5,620120,1767225600,256705.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
589639,5,575030,1767225600,22255.4,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
589639,5,621924,1767225600,20611.7,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
530528,5,630626,1767225600,8433.51,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
530528,5,536346,1767225600,42.39,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
510031,5,530528,1767225600,1273.93,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
530528,5,520660,1767225600,10454.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
552988,5,530528,1767225600,22471.7,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
530528,5,567195,1767225600,3256.84,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
530528,5,527449,1767225600,626.25,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
530528,5,459381,1767225600,709.74,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
530528,5,595298,1767225600,323.75,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
530528,5,466907,1767225600,803.27,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
530528,5,577992,1767225600,5401.11,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
530528,5,523927,1767225600,566.66,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
530528,5,580426,1767225600,1055.24,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
530528,5,616315,1767225600,1263.37,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
530528,5,642329,1767225600,1860.01,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
530528,5,503701,1767225600,1056.28,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
530528,5,571970,1767225600,572.39,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
530528,5,644226,1767225600,2654.76,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
530528,5,632961,1767225600,1258.56,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
530528,5,473173,1767225600,2025.14,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
530528,5,620120,1767225600,3136.11,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635706,5,630626,1767225600,32074.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
510031,5,635706,1767225600,23825.6,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
552988,5,635706,1767225600,619963.0,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635706,5,567195,1767225600,19509.3,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635706,5,527449,1767225600,707.75,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
635706,5,459381,1767225600,2812.2,,,,,,,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing,out of pairing
